seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
0.0,2.0,1.0,4.0,8.0,9.615805480084347,6.840546529288687,1.0,2.0
0.0,2.0,1.0,1.0,4.0,9.259130536145614,7.090076835776092,1.0,2.0
0.0,1.0,1.0,4.0,8.0,10.043249494911286,6.363028103540465,1.0,2.0
0.0,2.0,1.0,4.0,13.0,9.615805480084347,6.684611727667927,0.0,1.0
0.0,2.0,1.0,4.0,8.0,9.159047077588632,6.476972362889683,1.0,2.0
0.0,1.0,1.0,1.0,8.0,9.472704636443673,6.684611727667927,1.0,1.0
0.0,3.0,1.0,1.0,4.0,9.472704636443673,7.2078598714324755,0.0,2.0
0.0,1.0,1.0,4.0,8.0,9.104979856318357,6.142037405587356,1.0,1.0
0.0,2.0,1.0,4.0,1.0,9.472704636443673,6.856461984594587,0.0,2.0
0.0,3.0,1.0,4.0,14.0,10.239959789157341,7.2640301428995295,1.0,3.0
0.0,2.0,1.0,4.0,8.0,9.546812608597396,7.07326971745971,0.0,2.0
0.0,2.0,1.0,4.0,8.0,9.546812608597396,7.07326971745971,0.0,2.0
0.0,1.0,1.0,1.0,8.0,8.85366542803745,5.991464547107982,0.0,1.0
0.0,1.0,1.0,1.0,8.0,8.85366542803745,5.991464547107982,0.0,1.0
0.0,1.0,1.0,1.0,10.0,9.047821442478408,6.214608098422191,1.0,2.0
0.0,2.0,1.0,4.0,9.0,10.126631103850338,6.907755278982137,2.0,2.0
0.0,2.0,1.0,4.0,9.0,10.126631103850338,6.907755278982137,2.0,2.0
0.0,2.0,1.0,4.0,9.0,10.126631103850338,6.907755278982137,2.0,2.0
0.0,2.0,1.0,4.0,9.0,10.126631103850338,6.907755278982137,2.0,2.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,1.0,8.0,9.433483923290392,7.313220387090301,1.0,3.0
0.0,3.0,1.0,2.0,8.0,10.373491181781864,7.649692623711514,1.0,3.0
0.0,3.0,1.0,2.0,8.0,10.373491181781864,7.649692623711514,1.0,3.0
0.0,3.0,1.0,2.0,8.0,10.373491181781864,7.649692623711514,1.0,3.0
0.0,3.0,1.0,2.0,8.0,10.373491181781864,7.649692623711514,1.0,3.0
0.0,3.0,1.0,2.0,8.0,10.373491181781864,7.649692623711514,1.0,3.0
0.0,3.0,1.0,2.0,8.0,10.373491181781864,7.649692623711514,1.0,3.0
0.0,3.0,1.0,2.0,8.0,10.373491181781864,7.649692623711514,1.0,3.0
0.0,1.0,1.0,2.0,6.0,8.922658299524402,6.309918278226516,1.0,1.0
0.0,2.0,1.0,2.0,8.0,9.615805480084347,6.476972362889683,0.0,1.0
0.0,2.0,1.0,2.0,8.0,9.615805480084347,6.476972362889683,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.85366542803745,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,8.0,8.779557455883728,6.396929655216146,0.0,1.0
0.0,1.0,1.0,2.0,5.0,8.779557455883728,6.476972362889683,0.0,1.0
1.0,3.0,1.0,4.0,25.0,10.714417768752456,7.5766097669730375,1.0,3.0
1.0,3.0,1.0,4.0,25.0,10.596634733096073,7.467942332285852,1.0,3.0
1.0,3.0,1.0,4.0,25.0,10.596634733096073,7.4673710669175595,1.0,3.0
1.0,2.0,1.0,4.0,25.0,10.4341158035983,7.208600337960199,1.0,2.0
1.0,2.0,1.0,4.0,25.0,10.4341158035983,7.2078598714324755,1.0,2.0
1.0,3.0,1.0,4.0,23.0,10.46310334047155,7.280008252884188,1.0,2.0
1.0,3.0,1.0,4.0,23.0,10.46310334047155,7.280008252884188,1.0,2.0
1.0,2.0,1.0,4.0,25.0,10.491274217438248,7.208600337960199,1.0,2.0
1.0,2.0,1.0,4.0,25.0,10.491274217438248,7.2078598714324755,1.0,2.0
1.0,3.0,1.0,4.0,25.0,10.596634733096073,7.650168700845001,1.0,3.0
1.0,3.0,1.0,4.0,25.0,10.596634733096073,7.649692623711514,1.0,3.0
1.0,3.0,1.0,4.0,23.0,10.714417768752456,7.523481312573497,1.0,3.0
1.0,3.0,1.0,4.0,23.0,10.714417768752456,7.52294091807237,1.0,3.0
0.0,1.0,0.0,0.0,8.0,8.517193191416238,5.857933154483459,0.0,1.0
0.0,3.0,1.0,1.0,8.0,10.308952660644293,7.495541943884256,0.0,2.0
0.0,2.0,1.0,1.0,8.0,9.546812608597396,6.214608098422191,0.0,1.0
1.0,3.0,1.0,4.0,23.0,10.714417768752456,7.523481312573497,1.0,3.0
1.0,3.0,1.0,4.0,23.0,10.545341438708522,7.408530566894626,1.0,3.0
0.0,1.0,1.0,1.0,8.0,8.779557455883728,6.214608098422191,1.0,1.0
1.0,2.0,1.0,4.0,25.0,10.596634733096073,7.313220387090301,1.0,2.0
0.0,2.0,1.0,2.0,8.0,9.615805480084347,7.138866999945524,1.0,3.0
0.0,3.0,1.0,2.0,20.0,10.373491181781864,7.600902459542082,1.0,3.0
0.0,2.0,1.0,4.0,6.0,9.104979856318357,6.620073206530356,1.0,2.0
1.0,2.0,1.0,4.0,8.0,10.545341438708522,7.003065458786462,2.0,2.0
1.0,2.0,1.0,4.0,8.0,10.545341438708522,7.003065458786462,2.0,2.0
1.0,3.0,1.0,4.0,11.0,10.126631103850338,7.52294091807237,2.0,3.0
1.0,3.0,1.0,4.0,23.0,10.545341438708522,7.52294091807237,1.0,3.0
0.0,2.0,1.0,4.0,8.0,8.922658299524402,6.620073206530356,1.0,2.0
0.0,1.0,1.0,4.0,22.0,9.392661928770137,6.309918278226516,2.0,1.0
0.0,3.0,1.0,4.0,8.0,9.95227771670556,7.277247726631484,1.0,2.0
0.0,2.0,1.0,2.0,6.0,9.104979856318357,6.620073206530356,0.0,1.0
0.0,3.0,1.0,1.0,8.0,10.645424897265505,7.24422751560335,1.0,2.0
0.0,1.0,1.0,4.0,8.0,8.85366542803745,6.1092475827643655,0.0,1.0
0.0,2.0,1.0,4.0,8.0,9.740968623038354,7.003065458786462,0.0,2.0
0.0,2.0,1.0,4.0,8.0,9.210340371976184,6.620073206530356,0.0,1.0
0.0,2.0,1.0,4.0,23.0,9.711115659888671,6.684611727667927,1.0,2.0
0.0,2.0,1.0,4.0,8.0,8.85366542803745,6.551080335043404,1.0,2.0
0.0,2.0,1.0,2.0,8.0,9.615805480084347,6.745236349484363,0.0,2.0
0.0,2.0,1.0,1.0,8.0,10.021270588192511,6.907755278982137,0.0,2.0
0.0,2.0,1.0,4.0,11.0,9.546812608597396,6.684611727667927,1.0,2.0
0.0,2.0,1.0,4.0,11.0,9.472704636443673,6.684611727667927,1.0,2.0
0.0,4.0,1.0,4.0,8.0,10.126631103850338,7.438383530044307,1.0,3.0
0.0,2.0,1.0,4.0,21.0,10.165851817003619,6.907755278982137,2.0,2.0
0.0,2.0,1.0,4.0,8.0,9.472704636443673,6.684611727667927,1.0,1.0
0.0,2.0,1.0,4.0,8.0,10.126631103850338,6.877296071497429,0.0,2.0
0.0,2.0,1.0,1.0,8.0,9.51044496442652,7.090076835776092,1.0,1.0
0.0,2.0,1.0,1.0,6.0,10.043249494911286,7.600902459542082,1.0,2.0
0.0,3.0,1.0,2.0,14.0,10.126631103850338,7.408530566894626,1.0,3.0
0.0,1.0,1.0,4.0,24.0,9.433483923290392,7.090076835776092,1.0,1.0
0.0,1.0,0.0,0.0,24.0,9.047821442478408,5.857933154483459,1.0,1.0
0.0,1.0,1.0,4.0,8.0,8.987196820661973,6.551080335043404,1.0,1.0
0.0,2.0,1.0,4.0,8.0,9.740968623038354,7.003065458786462,0.0,2.0
0.0,2.0,1.0,4.0,8.0,9.210340371976184,6.620073206530356,0.0,1.0
0.0,2.0,1.0,4.0,23.0,9.711115659888671,6.684611727667927,1.0,2.0
0.0,2.0,1.0,4.0,11.0,9.546812608597396,6.684611727667927,1.0,2.0
0.0,2.0,1.0,4.0,11.0,9.472704636443673,6.684611727667927,1.0,2.0
0.0,2.0,1.0,4.0,8.0,8.85366542803745,6.551080335043404,1.0,2.0
0.0,2.0,1.0,1.0,8.0,9.350102314351341,6.492239835020471,1.0,1.0
0.0,1.0,1.0,1.0,8.0,8.85366542803745,7.313220387090301,0.0,1.0
0.0,2.0,1.0,4.0,8.0,9.798127036878302,6.961296045910167,1.0,2.0
0.0,2.0,1.0,4.0,8.0,9.798127036878302,6.956545443151569,1.0,2.0
0.0,3.0,1.0,4.0,8.0,10.46310334047155,7.262628600974241,1.0,3.0
0.0,1.0,1.0,4.0,8.0,8.699514748210191,6.139884552226255,1.0,1.0
0.0,2.0,1.0,4.0,3.0,9.210340371976184,6.476972362889683,0.0,2.0
0.0,3.0,1.0,4.0,8.0,10.341742483467284,7.659171367666058,2.0,3.0
0.0,2.0,1.0,4.0,8.0,9.740968623038354,7.003065458786462,0.0,2.0
0.0,2.0,1.0,2.0,8.0,9.903487552536127,7.003065458786462,1.0,2.0
0.0,2.0,1.0,1.0,8.0,8.922658299524402,6.802394763324311,0.0,1.0
0.0,3.0,1.0,4.0,8.0,9.680344001221918,7.165493475060845,1.0,2.0
0.0,2.0,1.0,4.0,16.0,9.686574550972555,6.956545443151569,2.0,2.0
0.0,2.0,1.0,1.0,8.0,9.615805480084347,7.170119543449628,1.0,2.0
0.0,2.0,1.0,1.0,6.0,10.043249494911286,7.600902459542082,1.0,2.0
0.0,3.0,1.0,2.0,14.0,10.126631103850338,7.408530566894626,1.0,3.0
0.0,1.0,1.0,4.0,24.0,9.433483923290392,7.090076835776092,1.0,1.0
0.0,1.0,0.0,0.0,24.0,9.047821442478408,5.857933154483459,1.0,1.0
0.0,1.0,1.0,4.0,8.0,8.987196820661973,6.551080335043404,1.0,1.0
0.0,2.0,1.0,1.0,4.0,9.104979856318357,6.620073206530356,0.0,2.0
0.0,2.0,1.0,4.0,8.0,9.903487552536127,7.090076835776092,1.0,2.0
0.0,2.0,1.0,4.0,8.0,8.987196820661973,6.423246963533519,1.0,1.0
0.0,2.0,1.0,2.0,12.0,9.798127036878302,7.170119543449628,2.0,1.0
0.0,2.0,1.0,2.0,8.0,9.615805480084347,7.003065458786462,1.0,2.0
0.0,3.0,1.0,2.0,8.0,10.308952660644293,7.408530566894626,0.0,3.0
0.0,1.0,1.0,1.0,8.0,9.104979856318357,6.309918278226516,0.0,1.0
0.0,1.0,1.0,1.0,8.0,8.85366542803745,7.313220387090301,0.0,1.0
0.0,1.0,1.0,4.0,8.0,8.699514748210191,6.139884552226255,1.0,1.0
0.0,2.0,1.0,2.0,13.0,9.615805480084347,6.907755278982137,1.0,2.0
0.0,2.0,1.0,2.0,8.0,9.615805480084347,6.745236349484363,0.0,2.0
0.0,2.0,1.0,1.0,8.0,10.021270588192511,6.907755278982137,0.0,2.0
0.0,2.0,1.0,4.0,11.0,9.546812608597396,6.684611727667927,1.0,2.0
0.0,2.0,1.0,4.0,11.0,9.472704636443673,6.684611727667927,1.0,2.0
0.0,2.0,1.0,4.0,8.0,8.85366542803745,6.551080335043404,1.0,2.0
0.0,4.0,1.0,4.0,8.0,10.126631103850338,7.438383530044307,1.0,3.0
0.0,2.0,1.0,4.0,21.0,10.165851817003619,6.907755278982137,2.0,2.0
0.0,3.0,1.0,1.0,7.0,9.546812608597396,7.090076835776092,0.0,2.0
0.0,2.0,1.0,4.0,8.0,10.46310334047155,7.003065458786462,1.0,2.0
0.0,2.0,1.0,4.0,11.0,9.95227771670556,7.24422751560335,2.0,2.0
0.0,2.0,1.0,2.0,16.0,9.392661928770137,6.620073206530356,1.0,2.0
0.0,2.0,1.0,1.0,8.0,9.259130536145614,6.856461984594587,1.0,2.0
0.0,2.0,1.0,1.0,8.0,9.392661928770137,6.492239835020471,1.0,1.0
0.0,2.0,1.0,1.0,8.0,9.305650551780507,6.802394763324311,0.0,2.0
0.0,2.0,1.0,4.0,3.0,9.210340371976184,6.476972362889683,0.0,2.0
0.0,2.0,1.0,2.0,8.0,9.305650551780507,6.620073206530356,0.0,2.0
0.0,2.0,1.0,2.0,8.0,10.126631103850338,7.090076835776092,1.0,3.0
0.0,1.0,1.0,4.0,8.0,9.615805480084347,7.003065458786462,2.0,1.0
0.0,1.0,1.0,1.0,11.0,9.392661928770137,6.620073206530356,0.0,1.0
0.0,2.0,1.0,2.0,8.0,9.615805480084347,6.745236349484363,0.0,2.0
0.0,2.0,1.0,1.0,8.0,10.021270588192511,6.907755278982137,0.0,2.0
0.0,1.0,1.0,4.0,22.0,9.392661928770137,6.309918278226516,2.0,1.0
0.0,3.0,1.0,4.0,8.0,9.95227771670556,7.277247726631484,1.0,2.0
0.0,2.0,1.0,4.0,8.0,9.740968623038354,7.003065458786462,0.0,2.0
0.0,2.0,1.0,2.0,8.0,9.903487552536127,7.003065458786462,1.0,2.0
0.0,2.0,1.0,2.0,6.0,9.104979856318357,6.620073206530356,0.0,1.0
0.0,3.0,1.0,1.0,8.0,10.645424897265505,7.24422751560335,1.0,2.0
0.0,2.0,1.0,4.0,24.0,9.392661928770137,6.579251212010101,0.0,2.0
0.0,2.0,1.0,1.0,8.0,9.259130536145614,6.856461984594587,1.0,2.0
0.0,2.0,1.0,2.0,14.0,9.472704636443673,6.887552571664617,1.0,2.0
0.0,2.0,1.0,1.0,6.0,9.546812608597396,7.003065458786462,1.0,2.0
0.0,2.0,1.0,4.0,8.0,9.615805480084347,7.261927092702751,1.0,2.0
0.0,1.0,1.0,4.0,8.0,9.305650551780507,6.476972362889683,0.0,1.0
0.0,2.0,1.0,4.0,2.0,9.210340371976184,6.684611727667927,1.0,2.0
0.0,2.0,1.0,4.0,2.0,9.615805480084347,6.956545443151569,0.0,2.0
0.0,2.0,1.0,2.0,8.0,9.104979856318357,6.802394763324311,0.0,1.0
0.0,1.0,1.0,4.0,2.0,8.987196820661973,6.684611727667927,0.0,1.0
0.0,1.0,1.0,4.0,0.0,8.922658299524402,6.551080335043404,0.0,1.0
0.0,1.0,1.0,4.0,8.0,8.922658299524402,6.476972362889683,0.0,1.0
0.0,1.0,1.0,4.0,8.0,8.85366542803745,6.1092475827643655,0.0,1.0
0.0,2.0,1.0,1.0,8.0,9.104979856318357,6.620073206530356,1.0,2.0
0.0,2.0,1.0,4.0,8.0,8.699514748210191,6.4457198193855785,1.0,1.0
0.0,1.0,1.0,1.0,15.0,9.104979856318357,6.396929655216146,1.0,1.0
0.0,2.0,1.0,4.0,8.0,9.305650551780507,6.551080335043404,1.0,2.0
0.0,2.0,1.0,4.0,13.0,9.95227771670556,6.911747300251674,1.0,2.0
0.0,2.0,1.0,4.0,13.0,9.798127036878302,6.956545443151569,1.0,2.0
0.0,2.0,1.0,2.0,10.0,9.615805480084347,6.551080335043404,0.0,2.0
0.0,2.0,1.0,4.0,8.0,9.798127036878302,6.887552571664617,1.0,2.0
0.0,2.0,1.0,4.0,8.0,9.104979856318357,6.551080335043404,0.0,2.0
1.0,1.0,1.0,3.0,8.0,10.596634733096073,6.684611727667927,2.0,1.0
1.0,1.0,1.0,3.0,8.0,10.596634733096073,6.684611727667927,2.0,1.0
1.0,2.0,1.0,4.0,25.0,10.714417768752456,7.266128779556451,1.0,2.0
1.0,3.0,1.0,1.0,15.0,9.769956159911606,7.1308988302963465,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.998797732340453,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.798127036878302,7.090076835776092,1.0,2.0
1.0,2.0,1.0,2.0,15.0,9.798127036878302,7.090076835776092,1.0,2.0
1.0,2.0,1.0,4.0,12.0,9.903487552536127,6.802394763324311,0.0,2.0
1.0,3.0,1.0,4.0,25.0,10.46310334047155,7.090076835776092,2.0,3.0
1.0,2.0,1.0,4.0,12.0,9.546812608597396,6.956545443151569,2.0,2.0
1.0,3.0,1.0,4.0,8.0,10.085809109330082,7.374629015218945,1.0,3.0
1.0,2.0,1.0,4.0,8.0,9.615805480084347,6.907755278982137,1.0,2.0
1.0,2.0,1.0,4.0,8.0,9.740968623038354,7.090076835776092,1.0,3.0
1.0,3.0,1.0,4.0,8.0,9.95227771670556,7.244941546337007,1.0,3.0
1.0,1.0,1.0,4.0,8.0,9.433483923290392,6.436150368369428,2.0,1.0
1.0,1.0,1.0,4.0,8.0,9.472704636443673,6.436150368369428,1.0,1.0
1.0,2.0,1.0,4.0,8.0,9.711115659888671,6.856461984594587,1.0,2.0
1.0,3.0,1.0,4.0,8.0,10.085809109330082,7.3777589082278725,1.0,3.0
1.0,3.0,1.0,4.0,8.0,10.043249494911286,7.3777589082278725,1.0,3.0
1.0,3.0,1.0,4.0,8.0,9.95227771670556,7.24422751560335,1.0,3.0
1.0,1.0,1.0,4.0,8.0,9.464982590349763,6.436150368369428,1.0,1.0
1.0,1.0,1.0,4.0,8.0,9.472704636443673,6.436150368369428,1.0,1.0
1.0,1.0,1.0,4.0,8.0,9.305650551780507,6.396929655216146,1.0,1.0
1.0,1.0,1.0,4.0,8.0,9.472704636443673,6.364750756851911,1.0,1.0
1.0,1.0,1.0,4.0,8.0,9.305650551780507,6.396929655216146,2.0,1.0
1.0,1.0,1.0,4.0,8.0,9.392661928770137,6.396929655216146,1.0,1.0
1.0,3.0,1.0,4.0,8.0,9.903487552536127,7.24422751560335,1.0,3.0
1.0,3.0,1.0,4.0,8.0,9.908475094047168,7.244941546337007,1.0,3.0
1.0,3.0,1.0,4.0,8.0,9.9281801651265,7.295735072749282,1.0,3.0
1.0,3.0,1.0,4.0,8.0,10.085809109330082,7.374629015218945,1.0,3.0
1.0,1.0,1.0,4.0,8.0,9.546812608597396,6.436150368369428,2.0,1.0
1.0,1.0,1.0,4.0,8.0,9.615805480084347,6.436150368369428,2.0,1.0
